received_at,device_id,participant_id,accel_stddev,gyro_stddev,bpm,activity,local_act,timestamp
2026-04-13T10:41:37.372548,ESP32_001,data_collection_BERLARI,0.382081,32.7002,165,BERLARI,BERLARI,1674739
2026-04-13T10:41:39.383378,ESP32_001,data_collection_BERLARI,0.332023,30.4585,168,BERLARI,BERLARI,1676753
2026-04-13T10:41:41.392075,ESP32_001,data_collection_BERLARI,0.406501,35.4076,169,BERLARI,BERLARI,1678762
2026-04-13T10:41:43.417663,ESP32_001,data_collection_BERLARI,0.312554,34.0752,168,BERLARI,BERLARI,1680784
2026-04-13T10:41:45.430810,ESP32_001,data_collection_BERLARI,0.384937,35.2677,169,BERLARI,BERLARI,1682801
2026-04-13T10:41:47.425897,ESP32_001,data_collection_BERLARI,0.368268,27.3747,169,BERLARI,BERLARI,1684793
2026-04-13T10:41:49.454750,ESP32_001,data_collection_BERLARI,0.382887,28.2764,168,BERLARI,BERLARI,1686814
2026-04-13T10:41:51.459109,ESP32_001,data_collection_BERLARI,0.361074,29.4854,168,BERLARI,BERLARI,1688825
2026-04-13T10:41:53.476482,ESP32_001,data_collection_BERLARI,0.324583,33.9656,170,BERLARI,BERLARI,1690843
2026-04-13T10:41:55.489287,ESP32_001,data_collection_BERLARI,0.429425,43.1403,170,BERLARI,BERLARI,1692857
2026-04-13T10:41:57.499221,ESP32_001,data_collection_BERLARI,0.356808,27.7477,167,BERLARI,BERLARI,1694868
2026-04-13T10:41:59.507348,ESP32_001,data_collection_BERLARI,0.388104,45.9725,162,BERLARI,BERLARI,1696876
2026-04-13T10:42:01.634781,ESP32_001,data_collection_BERLARI,0.408093,39.2635,158,BERLARI,BERLARI,1698898
2026-04-13T10:42:03.545633,ESP32_001,data_collection_BERLARI,0.390123,36.2536,151,BERLARI,BERLARI,1700911
2026-04-13T10:42:05.556883,ESP32_001,data_collection_BERLARI,0.403033,34.4829,153,BERLARI,BERLARI,1702922
2026-04-13T10:42:07.566784,ESP32_001,data_collection_BERLARI,0.407002,32.6117,166,BERLARI,BERLARI,1704934
2026-04-13T10:42:09.584281,ESP32_001,data_collection_BERLARI,0.34878,31.368,168,BERLARI,BERLARI,1706950
2026-04-13T10:42:11.595545,ESP32_001,data_collection_BERLARI,0.404313,35.687,169,BERLARI,BERLARI,1708964
2026-04-13T10:42:13.601361,ESP32_001,data_collection_BERLARI,0.396945,43.1598,166,BERLARI,BERLARI,1710968
2026-04-13T10:42:15.650722,ESP32_001,data_collection_BERLARI,0.296436,37.4717,170,BERLARI,BERLARI,1712984
2026-04-13T10:42:17.628774,ESP32_001,data_collection_BERLARI,0.317987,38.7964,156,BERLARI,BERLARI,1714991
